,quadrat,year,aream2,areakm2,near_palm,near_river,near_road,POINT_X,POINT_Y
133,203.0,2014.0,165542.7720006315,0.1655427720006315,236.75,23770.35,1707.125,531366.467083825,9058164.83568275
134,203.0,2015.0,378993.2519979323,0.3789932519979323,247.7560975609756,23284.48780487805,923.4634146341464,530823.0759819268,9057264.299374392
135,204.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,204.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,204.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,204.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,204.0,2005.0,900.0000001187436,0.0009000000001187436,27600.0,21696.0,3292.0,536143.0,9060735.0
140,204.0,2006.0,6300.000000293367,0.006300000000293367,15069.0,22126.666666666668,2627.3333333333335,535315.0,9059789.0
141,204.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,204.0,2008.0,2699.9999995704275,0.0026999999995704275,1212.6666666666667,22332.333333333332,1704.3333333333333,533953.0,9058525.0
143,204.0,2009.0,15865.2000014611,0.0158652000014611,0.0,22648.0,1099.25,532936.75,9057708.75
144,204.0,2010.0,13500.000000031432,0.013500000000031431,4533.0,21741.0,925.0,537749.0,9058757.0
145,204.0,2011.0,3830.26799979418,0.0038302679997941802,2745.6666666666665,21555.0,1297.3333333333333,535053.0,9058380.0
146,204.0,2012.0,110706.34096249964,0.11070634096249964,929.5,21426.0,51.583333333333336,533189.84593025,9056470.508720834
147,204.0,2013.0,362277.1080045294,0.3622771080045294,983.9545454545455,21488.727272727272,495.5,533754.629344909,9056949.390485454
148,204.0,2014.0,564300.0000012241,0.5643000000012242,1388.4285714285713,21768.47619047619,1030.1666666666667,534446.0827048334,9057804.825855715
149,204.0,2015.0,260849.5200019303,0.2608495200019303,1052.7307692307693,22233.923076923078,1571.8461538461538,534767.8934911154,9058549.02881077
150,221.0,2001.0,14780.87999985294,0.014780879999852939,19492.0,21914.0,1684.0,527791.0,9065400.0
151,221.0,2002.0,29699.999999776483,0.02969999999977648,18447.0,23640.333333333332,4001.3333333333335,526973.8333333334,9062275.833333334
152,221.0,2003.0,37626.95999963558,0.037626959999635584,17922.25,22574.5,2896.25,526407.7115385,9063195.5769225
153,221.0,2004.0,7200.000000363216,0.007200000000363216,17601.5,23421.0,3971.0,526144.4285715,9061804.285714999
154,221.0,2005.0,111461.76000071748,0.11146176000071747,18684.333333333332,23421.833333333332,3663.8888888888887,527182.0380117223,9062769.57163722
155,221.0,2006.0,18000.00000051863,0.01800000000051863,17038.285714285714,23193.0,3687.4285714285716,526292.2857142857,9062241.42857143
156,221.0,2007.0,899.9999998847488,0.0008999999998847489,0.0,24522.0,4836.0,527623.0,9061695.0
157,221.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,221.0,2009.0,32571.683998923385,0.032571683998923386,1875.9333333333334,20661.8,1000.0666666666667,525046.5,9064593.444444666
159,221.0,2010.0,23953.920000852184,0.023953920000852183,1055.2857142857142,23605.85714285714,3799.8571428571427,527432.2857142857,9062766.42857143
160,221.0,2011.0,93980.88000162013,0.09398088000162012,957.3076923076923,23245.153846153848,3531.6923076923076,526952.6737012307,9062788.619505385
161,221.0,2012.0,332134.80000076833,0.33213480000076834,1068.48,22890.76,3180.04,526796.88709312,9063119.0723868
162,221.0,2013.0,90000.00000006985,0.09000000000006984,702.8333333333334,23636.5,3946.0,527081.6577734167,9062377.2117925
163,221.0,2014.0,23053.919999536858,0.02305391999953686,1287.857142857143,22737.0,3138.4285714285716,526675.1978022858,9063239.010988573
164,221.0,2015.0,114612.23999810105,0.11461223999810105,894.0,21663.5,1877.5,526728.37328075,9064637.486244999
165,222.0,2001.0,4119.120000021333,0.004119120000021333,21885.5,22421.5,3860.0,530287.0,9064042.5
166,222.0,2002.0,62953.91999978376,0.06295391999978375,22069.454545454544,24178.454545454544,5078.727272727273,530570.0675324545,9062876.922078181
